2951,2567 2951 2845 2848 2467 2983 2728 2474 2610 2742 2359 2620 2750 2757 2642 2644 3033 2400 3064
693,705 386 455 457 499 693 566 444 605 604
2508,3010 3042 2662 2508 2862 2420 2677 2999
2860,2753 2693 2470 2860 2388 2548 2715
693,705 386 455 457 499 693 566 444 605 604
2620,2567 2951 2845 2848 2467 2983 2728 2474 2610 2742 2359 2620 2750 2757 2642 2644 3033 2400 3064
2865,2562 2724 2343 2890 3052 2478 2734 2577 2865 3058 2710 2970
3538,3136 3246 3471 3280 3247 3538 3220 3447 3166
2395,2498 2674 2421 2938 2395
2890,2562 2724 2343 2890 3052 2478 2734 2577 2865 3058 2710 2970
689,1025 389 774 519 393 651 656 667 416 1060 557 689 817 696 828 701 577 1092 843 589 1105 982 348 350 992 738 356 870 487 504 373 1016 1019 764 893
1003,522 657 786 403 533 666 552 936 941 948 441 315 316 829 318 320 321 707 325 326 582 1093 1094 330 333 334 847 593 338 723 342 477 359 360 1002 1003 882 500 501
3257,3257 3325 3142
666,522 657 786 403 533 666 552 936 941 948 441 315 316 829 318 320 321 707 325 326 582 1093 1094 330 333 334 847 593 338 723 342 477 359 360 1002 1003 882 500 501
2577,2562 2724 2343 2890 3052 2478 2734 2577 2865 3058 2710 2970
3052,2562 2724 2343 2890 3052 2478 2734 2577 2865 3058 2710 2970
2345,2568 2699 2576 2967 2969 2850 2470 2344 2345 2346 2478 2608 2866 2483 2359 2883 2884 2637 2383 2895 2776 2530 2545 2674 2421 2812
2544,3075 2819 2566 2438 2439 2823 2825 2828 2706 2963 2712 2714 2844 2595 2726 2344 2345 2733 2861 2863 2993 2611 2867 2489 2490 2879 2498 2885 2685 2375 2632 2759 2760 2507 2765 2510 2383 3026 2515 2776 2905 2395 2654 2655 3040 2530 2403 2406 2535 2668 2927 2544 2417 2545 2676 2935 2808 2937 2813
2830,2688 3073 2692 2827 2828 2830 2855 2604 2872 2752 2893 2511 2781 2912 3045 2807 2424 2939 2428 2941
2854,2392 2954 2854 2984
441,522 657 786 403 533 666 552 936 941 948 441 315 316 829 318 320 321 707 325 326 582 1093 1094 330 333 334 847 593 338 723 342 477 359 360 1002 1003 882 500 501
577,1025 389 774 519 393 651 656 667 416 1060 557 689 817 696 828 701 577 1092 843 589 1105 982 348 350 992 738 356 870 487 504 373 1016 1019 764 893
2693,2753 2693 2470 2860 2388 2548 2715
3142,3257 3325 3142
1275,1216 1123 1189 1222 1194 1325 1327 1201 1298 1141 1173 1175 1237 1269 1275 1308 1149 1278
3498,3264 3395 3560 3498 3539 3319 3547
386,705 386 455 457 499 693 566 444 605 604
3052,2562 2724 2343 2890 3052 2478 2734 2577 2865 3058 2710 2970
3205,3235 3428 3205 3154 3382
2728,2567 2951 2845 2848 2467 2983 2728 2474 2610 2742 2359 2620 2750 2757 2642 2644 3033 2400 3064
3257,3257 3325 3142
3142,3257 3325 3142
2693,2753 2693 2470 2860 2388 2548 2715
2912,2688 3073 2692 2827 2828 2830 2855 2604 2872 2752 2893 2511 2781 2912 3045 2807 2424 2939 2428 2941
2890,2562 2724 2343 2890 3052 2478 2734 2577 2865 3058 2710 2970
2734,2562 2724 2343 2890 3052 2478 2734 2577 2865 3058 2710 2970
3044,3044 2888 2984 2957 2868 2806 2650 2619 2652 2974 2687
487,1025 389 774 519 393 651 656 667 416 1060 557 689 817 696 828 701 577 1092 843 589 1105 982 348 350 992 738 356 870 487 504 373 1016 1019 764 893
2548,2753 2693 2470 2860 2388 2548 2715
2400,2567 2951 2845 2848 2467 2983 2728 2474 2610 2742 2359 2620 2750 2757 2642 2644 3033 2400 3064
2776,2568 2699 2576 2967 2969 2850 2470 2344 2345 2346 2478 2608 2866 2483 2359 2883 2884 2637 2383 2895 2776 2530 2545 2674 2421 2812
2860,2753 2693 2470 2860 2388 2548 2715
2884,2568 2699 2576 2967 2969 2850 2470 2344 2345 2346 2478 2608 2866 2483 2359 2883 2884 2637 2383 2895 2776 2530 2545 2674 2421 2812
2734,2562 2724 2343 2890 3052 2478 2734 2577 2865 3058 2710 2970
2420,3010 3042 2662 2508 2862 2420 2677 2999
2951,2567 2951 2845 2848 2467 2983 2728 2474 2610 2742 2359 2620 2750 2757 2642 2644 3033 2400 3064
1194,1216 1123 1189 1222 1194 1325 1327 1201 1298 1141 1173 1175 1237 1269 1275 1308 1149 1278
3200,3200 3337 3315 3255
1189,1216 1123 1189 1222 1194 1325 1327 1201 1298 1141 1173 1175 1237 1269 1275 1308 1149 1278
326,522 657 786 403 533 666 552 936 941 948 441 315 316 829 318 320 321 707 325 326 582 1093 1094 330 333 334 847 593 338 723 342 477 359 360 1002 1003 882 500 501
1325,1216 1123 1189 1222 1194 1325 1327 1201 1298 1141 1173 1175 1237 1269 1275 1308 1149 1278
3064,2567 2951 2845 2848 2467 2983 2728 2474 2610 2742 2359 2620 2750 2757 2642 2644 3033 2400 3064
3257,3257 3325 3142
2865,2562 2724 2343 2890 3052 2478 2734 2577 2865 3058 2710 2970
76,4 8 268 19 278 29 157 31 164 40 171 299 49 50 177 180 184 71 76 83 85 91 223 225 228 230 238 114 121 252 125
3255,3200 3337 3315 3255
1019,1025 389 774 519 393 651 656 667 416 1060 557 689 817 696 828 701 577 1092 843 589 1105 982 348 350 992 738 356 870 487 504 373 1016 1019 764 893
49,4 8 268 19 278 29 157 31 164 40 171 299 49 50 177 180 184 71 76 83 85 91 223 225 228 230 238 114 121 252 125
3315,3200 3337 3315 3255
2595,3075 2819 2566 2438 2439 2823 2825 2828 2706 2963 2712 2714 2844 2595 2726 2344 2345 2733 2861 2863 2993 2611 2867 2489 2490 2879 2498 2885 2685 2375 2632 2759 2760 2507 2765 2510 2383 3026 2515 2776 2905 2395 2654 2655 3040 2530 2403 2406 2535 2668 2927 2544 2417 2545 2676 2935 2808 2937 2813
2677,3010 3042 2662 2508 2862 2420 2677 2999
2508,3010 3042 2662 2508 2862 2420 2677 2999
386,705 386 455 457 499 693 566 444 605 604
3205,3235 3428 3205 3154 3382
2860,2753 2693 2470 2860 2388 2548 2715
2478,2562 2724 2343 2890 3052 2478 2734 2577 2865 3058 2710 2970
2781,2688 3073 2692 2827 2828 2830 2855 2604 2872 2752 2893 2511 2781 2912 3045 2807 2424 2939 2428 2941
1216,1216 1123 1189 1222 1194 1325 1327 1201 1298 1141 1173 1175 1237 1269 1275 1308 1149 1278
817,1025 389 774 519 393 651 656 667 416 1060 557 689 817 696 828 701 577 1092 843 589 1105 982 348 350 992 738 356 870 487 504 373 1016 1019 764 893
3547,3264 3395 3560 3498 3539 3319 3547
2662,3010 3042 2662 2508 2862 2420 2677 2999
3498,3264 3395 3560 3498 3539 3319 3547
3315,3200 3337 3315 3255
